zip,customer_id,latitude,longitude,city,state_name,zcta,population,density,county_fips,county_name,country,region,imprecise,military,timezone
1040,146087,42.21251,-72.64109,Holyoke,Massachusetts,TRUE,38210,697.1,25013,Hampden,United States,Atlantic,FALSE,FALSE,America/New_York
1453,117961,42.51961,-71.76583,Leominster,Massachusetts,TRUE,43550,637.9,25027,Worcester,United States,Atlantic,FALSE,FALSE,America/New_York
1453,117961,42.51961,-71.76583,Leominster,Massachusetts,TRUE,43550,637.9,25027,Worcester,United States,Atlantic,FALSE,FALSE,America/New_York
1453,117961,42.51961,-71.76583,Leominster,Massachusetts,TRUE,43550,637.9,25027,Worcester,United States,Atlantic,FALSE,FALSE,America/New_York
1453,117961,42.51961,-71.76583,Leominster,Massachusetts,TRUE,43550,637.9,25027,Worcester,United States,Atlantic,FALSE,FALSE,America/New_York
1453,154900,42.51961,-71.76583,Leominster,Massachusetts,TRUE,43550,637.9,25027,Worcester,United States,Atlantic,FALSE,FALSE,America/New_York
1453,154900,42.51961,-71.76583,Leominster,Massachusetts,TRUE,43550,637.9,25027,Worcester,United States,Atlantic,FALSE,FALSE,America/New_York
1752,152415,42.3494,-71.54681,Marlborough,Massachusetts,TRUE,41391,766.1,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
1752,152415,42.3494,-71.54681,Marlborough,Massachusetts,TRUE,41391,766.1,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
1810,153269,42.64669,-71.16517,Andover,Massachusetts,TRUE,35612,450.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1810,153269,42.64669,-71.16517,Andover,Massachusetts,TRUE,35612,450.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1810,153269,42.64669,-71.16517,Andover,Massachusetts,TRUE,35612,450.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1810,153269,42.64669,-71.16517,Andover,Massachusetts,TRUE,35612,450.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,153738,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,126438,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,158792,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,151799,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,151799,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,151799,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,125388,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,125388,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,152681,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,132339,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,115238,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,115238,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,115238,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,115238,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,115238,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,152443,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,152443,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,152443,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,141082,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,141082,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,107153,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,166086,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,166086,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,129322,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,129322,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,129322,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,115777,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,151799,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,151799,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,160325,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,160325,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,166086,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1841,166086,42.71077,-71.16494,Lawrence,Massachusetts,TRUE,52738,6690.5,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1852,143210,42.63231,-71.29538,Lowell,Massachusetts,TRUE,36546,2837.5,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
1852,143210,42.63231,-71.29538,Lowell,Massachusetts,TRUE,36546,2837.5,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
1852,143210,42.63231,-71.29538,Lowell,Massachusetts,TRUE,36546,2837.5,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
1852,127369,42.63231,-71.29538,Lowell,Massachusetts,TRUE,36546,2837.5,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
1852,159352,42.63231,-71.29538,Lowell,Massachusetts,TRUE,36546,2837.5,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
1852,167395,42.63231,-71.29538,Lowell,Massachusetts,TRUE,36546,2837.5,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
1852,108350,42.63231,-71.29538,Lowell,Massachusetts,TRUE,36546,2837.5,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
1852,134306,42.63231,-71.29538,Lowell,Massachusetts,TRUE,36546,2837.5,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
1852,134306,42.63231,-71.29538,Lowell,Massachusetts,TRUE,36546,2837.5,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
1852,134306,42.63231,-71.29538,Lowell,Massachusetts,TRUE,36546,2837.5,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
1852,167395,42.63231,-71.29538,Lowell,Massachusetts,TRUE,36546,2837.5,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
1852,167395,42.63231,-71.29538,Lowell,Massachusetts,TRUE,36546,2837.5,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
1852,126403,42.63231,-71.29538,Lowell,Massachusetts,TRUE,36546,2837.5,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
1852,126403,42.63231,-71.29538,Lowell,Massachusetts,TRUE,36546,2837.5,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
1852,126403,42.63231,-71.29538,Lowell,Massachusetts,TRUE,36546,2837.5,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
1852,126403,42.63231,-71.29538,Lowell,Massachusetts,TRUE,36546,2837.5,25017,Middlesex,United States,Atlantic,FALSE,FALSE,America/New_York
1915,141313,42.56841,-70.8647,Beverly,Massachusetts,TRUE,41611,1130.7,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1915,141313,42.56841,-70.8647,Beverly,Massachusetts,TRUE,41611,1130.7,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
1915,141313,42.56841,-70.8647,Beverly,Massachusetts,TRUE,41611,1130.7,25009,Essex,United States,Atlantic,FALSE,FALSE,America/New_York
